date,symbol,close,high,low,open,volume
2024-02-29,NGVC,16.57,16.8299,16.14,16.2,79479
2024-02-29,CHKP,160.42,162.405,159.455,162.26,891563
2024-02-29,NUKK,0.937,1.07,0.937,1.03,278383
2024-02-29,ENCP,8.45,9.4857,8.31,9.01,45276
2024-02-29,LOGI,87.82,89.25,87.61,89.14,335233
2024-02-29,CAMT,79.59,81.975,79.3,81.32,268815
2024-03-01,LOGI,87.9,88.34,87.665,87.77,318542
2024-03-01,ENCP,3.5,13.05,3.4,12.38,256231
2024-03-01,NGVC,16.49,16.6,16.02,16.6,60836
2024-03-01,CAMT,81.74,82.74,79.6,80.06,440656
2024-03-01,PLSE,10.27,10.29,9.81,10.07,90784
2024-03-01,GRMN,137.43,138.39,136.7904,137.0,927599
2024-03-01,CHK,82.81,83.67,82.43,83.29,1539466
2024-03-01,KALU,73.59,73.96,71.91,73.12,110121
2024-03-01,CHKP,158.05,160.105,157.65,159.65,738651
2024-03-01,EXP,256.2,256.615,252.98,252.98,247591
2024-03-01,NUKK,0.94,0.9989,0.91,0.932,90083
2024-03-04,NUKK,1.02,1.1,0.95,0.9765,687013
2024-03-04,NGVC,16.25,16.795,16.23,16.51,69554
2024-03-04,CAMT,84.2,85.86,82.075,82.51,549161
2024-03-04,ENCP,5.04,6.49,3.88,4.28,1472981
2024-03-04,LOGI,86.33,87.04,84.89,87.04,630685
2024-03-04,GRMN,139.67,140.455,137.0,137.06,1281515
2024-03-04,EXP,258.68,261.41,257.62,257.86,275759
2024-03-04,CHK,82.42,84.26,82.35,83.91,2619131
2024-03-04,KALU,71.27,73.94,71.27,73.41,113075
2024-03-04,PLSE,9.66,10.5592,9.31,10.27,228217
2024-03-04,CHKP,159.0,159.69,157.13,157.83,732686
2024-03-05,EXP,254.99,259.7599,254.395,257.14,264047
2024-03-05,PLSE,9.17,9.81,8.77,9.81,272558
2024-03-05,CAMT,79.55,83.35,78.75,83.0,465389
2024-03-05,NGVC,16.15,16.47,16.15,16.25,32498
2024-03-05,CHK,82.92,83.63,81.91,82.33,2324884
2024-03-05,LOGI,84.78,86.45,84.44,86.45,455084
2024-03-05,NUKK,0.88,1.06,0.86,1.02,597300
2024-03-05,ENCP,6.79,7.47,5.04,5.04,361078
2024-03-05,CHKP,157.84,158.75,155.3268,158.27,679902
2024-03-05,GRMN,140.09,140.23,138.3,139.53,1149235
2024-03-05,KALU,71.76,71.935,69.96,70.29,139255
2024-03-06,NGVC,16.06,16.32,16.04,16.32,31808
2024-03-06,CAMT,80.95,82.41,80.17,81.11,214557
2024-03-06,ENCP,8.3,9.5,6.94,6.94,105383
2024-03-06,GRMN,139.95,141.78,139.53,140.64,999918
2024-03-06,KALU,72.73,73.9015,71.7701,73.16,136558
2024-03-06,PLSE,9.305,9.85,9.23,9.47,117688
2024-03-06,EXP,256.22,258.39,253.06,256.99,296082
2024-03-06,CHKP,157.75,163.535,157.69,160.54,898155
2024-03-06,LOGI,88.26,88.95,86.79,86.94,538184
2024-03-06,CHK,81.92,83.23,81.685,83.16,1346003
2024-03-06,NUKK,0.834,0.95,0.8,0.88,428323
2024-03-07,PLSE,9.45,9.74,9.02,9.32,52225
2024-03-07,NUKK,0.82,0.83,0.7815,0.82,263065
2024-03-07,CHK,81.53,82.17,81.23,81.99,1226217
2024-03-07,KALU,75.48,75.57,73.24,73.24,132761
2024-03-07,CHKP,158.41,159.31,157.04,158.59,617910
2024-03-07,GRMN,141.43,141.65,139.77,140.5,917988
2024-03-07,ENCP,8.2416,8.5,7.99,8.2,63304
2024-03-07,LOGI,89.53,89.96,88.73,89.02,350964
2024-03-07,EXP,259.57,262.4,257.66,257.66,169661
2024-03-07,NGVC,16.55,16.71,16.1519,16.22,53712
2024-03-07,CAMT,84.31,84.44,81.09,81.46,474157
2024-03-08,CAMT,77.34,85.0,77.33,84.0,666440
2024-03-08,KALU,75.46,77.31,74.54,76.72,93986
2024-03-08,ENCP,8.12,9.34,8.06,8.17,24400
2024-03-08,CHK,82.01,82.54,81.49,81.98,985163
2024-03-08,CHKP,160.0,160.08,157.625,158.55,670729
2024-03-08,GRMN,141.94,142.73,141.06,141.47,832169
2024-03-08,NGVC,17.06,17.06,16.55,16.56,71621
2024-03-08,NUKK,0.8004,0.8954,0.788,0.82,424421
2024-03-08,LOGI,90.51,91.41,90.31,90.4,458944
2024-03-08,PLSE,9.64,9.75,9.28,9.6,164296
2024-03-08,EXP,256.99,261.65,255.885,259.43,174617
2024-03-11,LOGI,91.41,91.45,88.27,90.46,556416
2024-03-11,KALU,76.75,77.25,73.52,74.18,217481
2024-03-11,GRMN,145.99,146.67,141.6,141.63,2714492
2024-03-11,PLSE,10.68,11.6398,9.7601,10.02,306239
2024-03-11,CAMT,75.2,75.91,71.56,74.66,928063
2024-03-11,NGVC,17.64,17.66,16.94,17.14,87947
2024-03-11,CHKP,163.47,164.1,160.22,160.22,1130313
2024-03-11,CHK,83.35,83.51,81.27,81.89,2699293
2024-03-11,ENCP,12.01,13.4699,8.39,9.28,481982
2024-03-11,EXP,251.61,256.375,247.215,255.76,312254
2024-03-11,NUKK,1.15,1.306,0.8,0.8,6846376
